                 Q-tabell                       State Space
        Q1        Q2        Q3		   k1   k2   k3   k4   k5   k6
      1.00      0.00      5.00		    0    0    0    1    2    3
      3.00      1.00      1.00		    0    0    0    0    1    2
      3.00      3.00      1.00		    1    1    0    0    0    1
      2.00      3.00      3.00		    1    1    2    0    0    0
      1.00      2.00      3.00		    3    1    1    3    0    0
      0.00      1.00      2.00		    3    3    1    1    4    0
      0.00      0.00      1.00		    2    3    3    1    1    5
      0.00      0.00      0.00		    2    0    0    0    0    0
      0.00      0.00      0.00		    0    2    0    0    0    0
      0.00      1.00      0.00		    0    0    2    0    0    0
      0.00      0.00      2.00		    0    0    0    2    0    0
      0.00      0.00      0.00		    3    0    0    0    2    0
      0.00      0.00      0.00		    0    4    0    0    0    2
      0.00      0.00      0.00		    0    0    5    0    0    0
      2.00      0.00      0.00		    0    0    1    0    0    0
      0.00      2.00      0.00		    0    0    0    1    1    0
      0.00      0.00      2.00		    0    0    0    0    1    2
      0.00      0.00      0.00		    2    0    0    0    0    1
      3.00      0.00      0.00		    0    2    0    0    0    0
      1.00      4.00      0.00		    0    0    2    0    0    0
      0.00      1.00      5.00		    0    0    0    2    0    0
      0.00      1.00      0.00		    0    0    0    0    2    0
      0.00      0.00      1.00		    0    1    0    0    0    2
      0.00      0.00      0.00		    1    0    2    0    0    0
      2.00      0.00      0.00		    0    1    0    3    0    0
      0.00      2.00      0.00		    0    0    1    0    4    0
      0.00      0.00      2.00		    0    0    0    1    0    5
      0.00      0.00      0.00		    2    0    0    0    1    1
      0.00      0.00      0.00		    0    2    0    0    0    1
      1.00      1.00      0.00		    0    0    2    0    0    0
      1.00      1.00      2.00		    0    0    0    2    0    0
      0.00      1.00      1.00		    3    0    0    0    2    0
      0.00      0.00      1.00		    1    4    0    0    0    2
      0.00      0.00      0.00		    1    1    5    0    0    0
      2.00      0.00      0.00		    1    0    0    0   12   -0
      0.00      2.00      0.00		    0    1    0    0    1    0
      0.00      0.00      2.00		    0    0    1    0    0    2
     -0.05     -0.15     -0.08		    2    0    0    1    0    0
      3.00     -0.04      0.01		   -0    2    0    0    1    0
      0.00      4.00      0.00		    0    0    2    0    0    1
      0.00      0.00      5.00		    0    0    0    2    0    0
      1.00      0.00      1.00		    0    0    0    0    2    0
      0.00      1.00      0.00		    1    1    0    0    0    2
      0.00      0.00      1.00		    0    1    2    0    0    0
      2.00      0.00      0.00		    1    0    1    3    0    0
      0.00      2.00      0.00		    0    1    0    1    4    0
      0.00      0.00      2.00		    0    0    1    0    1    5
      0.00      0.00      0.00		    2    0    0    1    1    0
      0.00      0.00      0.00		    0    2    0    0    1    1
      0.00      1.00      0.00		    0    0    2    0    0    1
      1.00      0.00      2.00		    0    0    0    2    0    0
      1.00      1.00      0.00		    3    0    0    0    2    0
      0.00      1.00      1.00		    0    4    0    0    0    2
      0.00      0.00      1.00		    1    0    5    0    0    0
      2.00      0.00      0.00		    1    1    1    0    0    0
      0.00      2.00      0.00		    0    1    1    1    1    0
      0.00      0.00      2.00		    0    0    1    1    1    2
      0.00      0.00      0.00		    2    0    0    1    1    1
      3.00      0.00      0.00		    0    2    0    0    1    1
      1.00      4.00      0.00		    0    0    2    0    0    1
      1.00      1.00      5.00		   -1   -1   -1    2    0    0
      2.00      0.00      0.00		    0    1   -1   -1    2    0
      0.00      2.00      0.00		    0    1   -0   -0    2    2
      0.00      0.00      2.00		    0    0    2   -0   -0   -0
      2.00      0.00      0.00		    2    0    0    3   -1   -1
     -0.56      2.00      0.00		    0    2    0    0    4   -0
     -0.33     -0.22      2.00		    0    0    2    0    0    5
     -0.05     -0.26      0.00		    2    0    0    2    0    1
      0.00      0.00      0.00		    0    2    0    0    2    0
      1.00      1.00      0.00		    0    0    2    0    0    2
      0.00      1.00      2.00		    0    0    0    2    0    0
      2.00      0.00      1.00		    3    0    0    0    2    0
      0.00      2.00      0.00		    1    4   -0   -0   -0    2
      0.00      0.00      2.00		    0    1    5    0    0    0
      2.00      0.00      0.00		    2    1    0    0    0    0
      0.00      2.00      0.00		    0    2    1    0    1    0
      0.00      0.00      2.00		    0    0    2    1    0    2
      0.00      0.00      0.00		    2    0    0    2    1    0
      3.00      0.00      0.00		    0    2    0    0    2    1
      0.00      4.00      0.00		    0    0    2    0    0    2
      1.00      0.00      5.00		    0    0    0    2    0    0
      2.00      1.00      1.00		    0    0    0    0    2    0
      0.00      2.00      1.00		    1    1    0    0    0    2
      0.00      0.00      2.00		    1    1    2    0    0    0
      2.00      0.00      0.00		    2    1    1    3    0    0
      0.00      2.00      0.00		    0    2    1    1    4    0
      0.00     -0.15      2.00		    0    0    2    1    1    5
      0.00      0.00      0.00		    2    0    0    3    0    0
      0.00      0.00     49.78		    0    2    0    0    3    0
      0.00      1.00      0.00		    0    0    2    0    0    3
      0.00      0.00      2.00		    0    0    0    2    0    0
      3.00      0.00      0.00		    3    0    0   -0    2    0
      0.00      3.00      0.00		    0    4   -1   -0   -0    2
      0.00      0.00      3.00		    0    0    5    0    0    0
      2.00      0.00      0.00		    3    0    1    0    0    0
      0.00      2.00      0.00		    0    3    0    1    1    0
      0.00      0.00      2.00		    0    0    3    0    1    2
      0.00      0.00      0.00		    2    0    0    3    0    1
      3.00      0.00      0.00		    0    2    0    0    3    0
      1.00      4.00      0.00		    0    0    2    0    0    3
      0.00      1.00      5.00		    0    0    0    2    0    0
      3.00      1.00      0.00		    0    0    0    0    2    0
      0.00      3.00      1.00		    0    1    0    0    0    2
      0.00      0.00      3.00		    1    0    2    0    0    0
      2.00      0.00      0.00		    3    1    0    3    0    0
      0.00      2.00      0.00		    0    3    1    0    4    0
      0.00      0.00      2.00		    0    0    3    1    0    5
      0.00      0.00      0.00		    2    0    0    3    1    1
      0.00      0.00      0.00		    0    2    0    0    3    1
      1.00      1.00      0.00		    0    0    2    0    0    3
      1.00      1.00      2.00		    0    0    0    2    0    0
      3.00      1.00      1.00		    3    0    0    0    2    0
      0.00      3.00      1.00		    1    4    0    0    0    2
      0.00      0.00      3.00		    1    1    5    0    0    0
      2.00      0.00      1.00		    0    0    0    0    0    0
      0.00      2.00      0.00		    1    0    0    0    1    0
      0.00      0.00      2.00		    0    1    0    0    0    2
      0.00      0.00      0.00		    2    0    1    0    0    0
      3.00      0.00      0.00		    0    2    0    1    0    0
      0.00      4.00      0.00		    0    0    2    0    1    0
      0.00      0.00      5.00		    0    0    0    2    0    1
      0.00      0.00      1.00		    0    0    0    0    2    0
      1.00      0.00      0.00		    1    1    0    0    0    2
      0.00      1.00      0.00		    0    1    2    0    0    0
      2.00      0.00      1.00		    0    0    1    3    0    0
      0.00      2.00      0.00		    1    0    0    1    4    0
      0.00      0.00      2.00		    0    1    0    0    1    5
      0.00      0.00      0.00		    2    0    1    0    1    0
      0.00      0.00      0.00		    0    2    0    1    0    1
      0.00      1.00      0.00		    0    0    2    0    1    0
      1.00      0.00      2.00		    0    0    0    2    0    1
      0.00      1.00      0.00		    3    0    0    0    2    0
      1.00      0.00      1.00		    0    4    0    0    0    2
      0.00      1.00      0.00		    1    0    5    0    0    0
      2.00      0.00      1.00		    0    1    1    0    0    0
      0.00      2.00      0.00		    1    0    1    1    1    0
      0.00      0.00      2.00		    0    1    0    1    1    2
      0.00      0.00      0.00		    2    0    1    0    1    1
      3.00      0.00      0.00		    0    2    0    1    0    1
      1.00      4.00      0.00		    0    0    2    0    1    0
      1.00      1.00      5.00		   -0   -0   -0    2    0    1
      1.00      0.00      0.00		    0    4   -0   -0    2    0
      1.00      1.00      0.00		    0    1    1   -0   -0    2
      0.00      1.00      1.00		    0    0    2   -0    0   -0
      2.00      0.00      1.00		    1    0    0    3   -0   -0
     -0.50      2.00      0.00		    1    1    0    0    4    0
      0.00     -0.22      2.00		    0    1    1    0    0    5
      0.00      0.00      0.00		    2    0    1    1    0    1
      0.00      0.00      0.00		    0    2    0    1    1    0
      1.00      1.00      0.00		    0    0    2    0    1    1
      0.00      1.00      2.00		    0    0    0    2    0    1
      1.00      0.00      1.00		    3   -0   -0   -0    2    0
      1.00      1.00      0.00		    1    4    0    0   -0    2
      0.00      1.00      1.00		    0    1    5    0    0    0
      2.00      0.00      1.00		    1    1    0    0    0    0
      0.00      2.00      0.00		    1    1    1    0    1    0
      0.00      0.00      2.00		    0    1    1    1    0    2
      0.00      0.00      0.00		    2    0    1    1    1    0
      3.00      0.00      0.00		    0    2    0    1    1    1
      0.00      4.00      0.00		    0    0    2    0    1    1
      1.00      0.00      5.00		    0    0    0    2    0    1
      1.00      1.00      1.00		    0    0    0    0    2    0
      1.00      1.00      1.00		    1    1    0    0    0    2
      0.00      1.00      1.00		    1    1    2    0    0    0
      2.00      0.00      1.00		    1    1    1    3    0    0
     -0.21      2.00      0.00		    1    1    1    1    4    0
      0.00     -0.15      2.00		    0    1    1    1    1    5
      0.00      0.00      0.00		    2    0    1    2    0    0
      0.00      0.00      0.00		    0    2    0    1    2    0
      0.00      1.00      0.00		    0    0    2    0    1    2
      0.00      0.00      2.00		    0    0    0    2    0    1
      2.00      0.00      0.00		    3    0    0    0    2    0
      1.00      2.00      0.00		    0    4    0    0    0    2
      0.00      1.00      2.00		    0    0    5    0    0    0
      2.00      0.00      1.00		    2    0    1    0    0    0
      0.00      2.00      0.00		    1    2    0    1    1    0
      0.00      0.00      2.00		    0    1    2    0    1    2
      0.00      0.00      0.00		    2    0    1    2    0    1
      3.00      0.00      0.00		    0    2    0    1    2    0
      1.00      4.00      0.00		    0    0    2    0    1    2
      0.00      1.00      5.00		    0    0    0    2    0    1
      2.00      1.00      0.00		    0    0    0    0    2    0
      1.00      2.00      1.00		    0    1    0    0    0    2
      0.00      1.00      2.00		    1    0    2    0    0    0
